"","year","state","month","number","date"
"2046",2010,"Goias","jul",941,"2010-01-01"
"2047",2011,"Goias","jul",607,"2011-01-01"
"2048",2012,"Goias","jul",564,"2012-01-01"
"2049",2013,"Goias","jul",350,"2013-01-01"
"2050",2014,"Goias","jul",446,"2014-01-01"
"2051",2015,"Goias","jul",347,"2015-01-01"
"2052",2016,"Goias","jul",837,"2016-01-01"
"2053",2017,"Goias","jul",577,"2017-01-01"
"2054",1998,"Goias","aug",2.218,"1998-01-01"
"2055",1999,"Goias","aug",1.198,"1999-01-01"
"2056",2000,"Goias","aug",925,"2000-01-01"
"2057",2001,"Goias","aug",787,"2001-01-01"
"2058",2002,"Goias","aug",1.428,"2002-01-01"
"2059",2003,"Goias","aug",902,"2003-01-01"
"2060",2004,"Goias","aug",1.498,"2004-01-01"
"2061",2005,"Goias","aug",639,"2005-01-01"
"2062",2006,"Goias","aug",588,"2006-01-01"
"2063",2007,"Goias","aug",2.382,"2007-01-01"
"2064",2008,"Goias","aug",568,"2008-01-01"
"2065",2009,"Goias","aug",647,"2009-01-01"
"2066",2010,"Goias","aug",2.914,"2010-01-01"
"2067",2011,"Goias","aug",1.613,"2011-01-01"
"2068",2012,"Goias","aug",912,"2012-01-01"
"2069",2013,"Goias","aug",488,"2013-01-01"
"2070",2014,"Goias","aug",1.255,"2014-01-01"
"2071",2015,"Goias","aug",943,"2015-01-01"
"2072",2016,"Goias","aug",1.032,"2016-01-01"
"2073",2017,"Goias","aug",1.492,"2017-01-01"
"2074",1998,"Goias","sep",2.867,"1998-01-01"
"2075",1999,"Goias","sep",1.898,"1999-01-01"
"2076",2000,"Goias","sep",1.293,"2000-01-01"
"2077",2001,"Goias","sep",1.863,"2001-01-01"
"2078",2002,"Goias","sep",3.52,"2002-01-01"
"2079",2003,"Goias","sep",1.662,"2003-01-01"
"2080",2004,"Goias","sep",2.965,"2004-01-01"
"2081",2005,"Goias","sep",1.341,"2005-01-01"
"2082",2006,"Goias","sep",1.463,"2006-01-01"
"2083",2007,"Goias","sep",3.745,"2007-01-01"
"2084",2008,"Goias","sep",1.255,"2008-01-01"
"2085",2009,"Goias","sep",685,"2009-01-01"
"2086",2010,"Goias","sep",5.075,"2010-01-01"
"2087",2011,"Goias","sep",2.259,"2011-01-01"
"2088",2012,"Goias","sep",2.452,"2012-01-01"
"2089",2013,"Goias","sep",684,"2013-01-01"
"2090",2014,"Goias","sep",1.687,"2014-01-01"
"2091",2015,"Goias","sep",2.296,"2015-01-01"
"2092",2016,"Goias","sep",1.703,"2016-01-01"
"2093",2017,"Goias","sep",3.238,"2017-01-01"
"2094",1998,"Goias","oct",1.034,"1998-01-01"
"2095",1999,"Goias","oct",743,"1999-01-01"
"2096",2000,"Goias","oct",905,"2000-01-01"
"2097",2001,"Goias","oct",479,"2001-01-01"
"2098",2002,"Goias","oct",1.367,"2002-01-01"
"2099",2003,"Goias","oct",1.183,"2003-01-01"
"2100",2004,"Goias","oct",1.275,"2004-01-01"
"2101",2005,"Goias","oct",1.717,"2005-01-01"
"2102",2006,"Goias","oct",178,"2006-01-01"
"2103",2007,"Goias","oct",1.195,"2007-01-01"
"2104",2008,"Goias","oct",1.231,"2008-01-01"
"2105",2009,"Goias","oct",367,"2009-01-01"
"2106",2010,"Goias","oct",1.227,"2010-01-01"
"2107",2011,"Goias","oct",476,"2011-01-01"
"2108",2012,"Goias","oct",1.524,"2012-01-01"
"2109",2013,"Goias","oct",606,"2013-01-01"
"2110",2014,"Goias","oct",1.947,"2014-01-01"
"2111",2015,"Goias","oct",1.807,"2015-01-01"
"2112",2016,"Goias","oct",522,"2016-01-01"
"2113",2017,"Goias","oct",2.401,"2017-01-01"
"2114",1998,"Goias","nov",47,"1998-01-01"
"2115",1999,"Goias","nov",110,"1999-01-01"
"2116",2000,"Goias","nov",26,"2000-01-01"
"2117",2001,"Goias","nov",15,"2001-01-01"
"2118",2002,"Goias","nov",192,"2002-01-01"
"2119",2003,"Goias","nov",168,"2003-01-01"
"2120",2004,"Goias","nov",291,"2004-01-01"
"2121",2005,"Goias","nov",144,"2005-01-01"
"2122",2006,"Goias","nov",91,"2006-01-01"
"2123",2007,"Goias","nov",79,"2007-01-01"
"2124",2008,"Goias","nov",90,"2008-01-01"
"2125",2009,"Goias","nov",89,"2009-01-01"
"2126",2010,"Goias","nov",67,"2010-01-01"
"2127",2011,"Goias","nov",59,"2011-01-01"
"2128",2012,"Goias","nov",57,"2012-01-01"
"2129",2013,"Goias","nov",183,"2013-01-01"
"2130",2014,"Goias","nov",181,"2014-01-01"
"2131",2015,"Goias","nov",547,"2015-01-01"
"2132",2016,"Goias","nov",123,"2016-01-01"
"2133",2017,"Goias","nov",117,"2017-01-01"
"2134",1998,"Goias","dec",13,"1998-01-01"
"2135",1999,"Goias","dec",20,"1999-01-01"
"2136",2000,"Goias","dec",6,"2000-01-01"
"2137",2001,"Goias","dec",18,"2001-01-01"
"2138",2002,"Goias","dec",115,"2002-01-01"
"2139",2003,"Goias","dec",129,"2003-01-01"
"2140",2004,"Goias","dec",56,"2004-01-01"
"2141",2005,"Goias","dec",5,"2005-01-01"
"2142",2006,"Goias","dec",7,"2006-01-01"
"2143",2007,"Goias","dec",16,"2007-01-01"
"2144",2008,"Goias","dec",6,"2008-01-01"
"2145",2009,"Goias","dec",39,"2009-01-01"
"2146",2010,"Goias","dec",48,"2010-01-01"
"2147",2011,"Goias","dec",39,"2011-01-01"
"2148",2012,"Goias","dec",93,"2012-01-01"
"2149",2013,"Goias","dec",86,"2013-01-01"
"2150",2014,"Goias","dec",68,"2014-01-01"
"2151",2015,"Goias","dec",179,"2015-01-01"
"2152",2016,"Goias","dec",64,"2016-01-01"
"2153",1998,"Maranhao","jan",0,"1998-01-01"
"2154",1999,"Maranhao","jan",54,"1999-01-01"
"2155",2000,"Maranhao","jan",19,"2000-01-01"
"2156",2001,"Maranhao","jan",29,"2001-01-01"
"2157",2002,"Maranhao","jan",48,"2002-01-01"
"2158",2003,"Maranhao","jan",436,"2003-01-01"
"2159",2004,"Maranhao","jan",241,"2004-01-01"
"2160",2005,"Maranhao","jan",450,"2005-01-01"
"2161",2006,"Maranhao","jan",221,"2006-01-01"
"2162",2007,"Maranhao","jan",428,"2007-01-01"
"2163",2008,"Maranhao","jan",121,"2008-01-01"
"2164",2009,"Maranhao","jan",240,"2009-01-01"
"2165",2010,"Maranhao","jan",319,"2010-01-01"
"2166",2011,"Maranhao","jan",124,"2011-01-01"
"2167",2012,"Maranhao","jan",326,"2012-01-01"
"2168",2013,"Maranhao","jan",209,"2013-01-01"
"2169",2014,"Maranhao","jan",195,"2014-01-01"
"2170",2015,"Maranhao","jan",494,"2015-01-01"
"2171",2016,"Maranhao","jan",412,"2016-01-01"
"2172",2017,"Maranhao","jan",187,"2017-01-01"
"2173",1998,"Maranhao","feb",0,"1998-01-01"
"2174",1999,"Maranhao","feb",6,"1999-01-01"
"2175",2000,"Maranhao","feb",11,"2000-01-01"
"2176",2001,"Maranhao","feb",1,"2001-01-01"
"2177",2002,"Maranhao","feb",116,"2002-01-01"
"2178",2003,"Maranhao","feb",11,"2003-01-01"
"2179",2004,"Maranhao","feb",22,"2004-01-01"
"2180",2005,"Maranhao","feb",56,"2005-01-01"
"2181",2006,"Maranhao","feb",22,"2006-01-01"
"2182",2007,"Maranhao","feb",13,"2007-01-01"
"2183",2008,"Maranhao","feb",45,"2008-01-01"
"2184",2009,"Maranhao","feb",20,"2009-01-01"
"2185",2010,"Maranhao","feb",93,"2010-01-01"
"2186",2011,"Maranhao","feb",9,"2011-01-01"
"2187",2012,"Maranhao","feb",46,"2012-01-01"
"2188",2013,"Maranhao","feb",62,"2013-01-01"
"2189",2014,"Maranhao","feb",29,"2014-01-01"
"2190",2015,"Maranhao","feb",95,"2015-01-01"
"2191",2016,"Maranhao","feb",318,"2016-01-01"
"2192",2017,"Maranhao","feb",47,"2017-01-01"
"2193",1998,"Maranhao","mar",0,"1998-01-01"
"2194",1999,"Maranhao","mar",17,"1999-01-01"
"2195",2000,"Maranhao","mar",6,"2000-01-01"
"2196",2001,"Maranhao","mar",0,"2001-01-01"
"2197",2002,"Maranhao","mar",16,"2002-01-01"
"2198",2003,"Maranhao","mar",16,"2003-01-01"
"2199",2004,"Maranhao","mar",18,"2004-01-01"
"2200",2005,"Maranhao","mar",9,"2005-01-01"
"2201",2006,"Maranhao","mar",14,"2006-01-01"
"2202",2007,"Maranhao","mar",52,"2007-01-01"
"2203",2008,"Maranhao","mar",4,"2008-01-01"
"2204",2009,"Maranhao","mar",33,"2009-01-01"
"2205",2010,"Maranhao","mar",82,"2010-01-01"
"2206",2011,"Maranhao","mar",22,"2011-01-01"
"2207",2012,"Maranhao","mar",49,"2012-01-01"
"2208",2013,"Maranhao","mar",30,"2013-01-01"
"2209",2014,"Maranhao","mar",59,"2014-01-01"
"2210",2015,"Maranhao","mar",53,"2015-01-01"
"2211",2016,"Maranhao","mar",113,"2016-01-01"
"2212",2017,"Maranhao","mar",32,"2017-01-01"
"2213",1998,"Maranhao","apr",0,"1998-01-01"
"2214",1999,"Maranhao","apr",4,"1999-01-01"
"2215",2000,"Maranhao","apr",6,"2000-01-01"
"2216",2001,"Maranhao","apr",2,"2001-01-01"
"2217",2002,"Maranhao","apr",28,"2002-01-01"
"2218",2003,"Maranhao","apr",79,"2003-01-01"
"2219",2004,"Maranhao","apr",44,"2004-01-01"
"2220",2005,"Maranhao","apr",43,"2005-01-01"
"2221",2006,"Maranhao","apr",9,"2006-01-01"
"2222",2007,"Maranhao","apr",5,"2007-01-01"
"2223",2008,"Maranhao","apr",26,"2008-01-01"
"2224",2009,"Maranhao","apr",14,"2009-01-01"
"2225",2010,"Maranhao","apr",128,"2010-01-01"
"2226",2011,"Maranhao","apr",37,"2011-01-01"
"2227",2012,"Maranhao","apr",97,"2012-01-01"
"2228",2013,"Maranhao","apr",62,"2013-01-01"
"2229",2014,"Maranhao","apr",78,"2014-01-01"
"2230",2015,"Maranhao","apr",119,"2015-01-01"
"2231",2016,"Maranhao","apr",113,"2016-01-01"
"2232",2017,"Maranhao","apr",91,"2017-01-01"
"2233",1998,"Maranhao","may",0,"1998-01-01"
"2234",1999,"Maranhao","may",3,"1999-01-01"
"2235",2000,"Maranhao","may",28,"2000-01-01"
"2236",2001,"Maranhao","may",21,"2001-01-01"
"2237",2002,"Maranhao","may",71,"2002-01-01"
"2238",2003,"Maranhao","may",60,"2003-01-01"
"2239",2004,"Maranhao","may",145,"2004-01-01"
"2240",2005,"Maranhao","may",74,"2005-01-01"
"2241",2006,"Maranhao","may",5,"2006-01-01"
"2242",2007,"Maranhao","may",73,"2007-01-01"
"2243",2008,"Maranhao","may",26,"2008-01-01"
"2244",2009,"Maranhao","may",19,"2009-01-01"
"2245",2010,"Maranhao","may",273,"2010-01-01"
"2246",2011,"Maranhao","may",73,"2011-01-01"
"2247",2012,"Maranhao","may",286,"2012-01-01"
"2248",2013,"Maranhao","may",100,"2013-01-01"
"2249",2014,"Maranhao","may",148,"2014-01-01"
"2250",2015,"Maranhao","may",194,"2015-01-01"
"2251",2016,"Maranhao","may",206,"2016-01-01"
"2252",2017,"Maranhao","may",142,"2017-01-01"
"2253",1998,"Maranhao","jun",78,"1998-01-01"
"2254",1999,"Maranhao","jun",32,"1999-01-01"
"2255",2000,"Maranhao","jun",94,"2000-01-01"
"2256",2001,"Maranhao","jun",100,"2001-01-01"
"2257",2002,"Maranhao","jun",230,"2002-01-01"
"2258",2003,"Maranhao","jun",338,"2003-01-01"
"2259",2004,"Maranhao","jun",706,"2004-01-01"
"2260",2005,"Maranhao","jun",529,"2005-01-01"
"2261",2006,"Maranhao","jun",131,"2006-01-01"
"2262",2007,"Maranhao","jun",515,"2007-01-01"
"2263",2008,"Maranhao","jun",235,"2008-01-01"
"2264",2009,"Maranhao","jun",279,"2009-01-01"
"2265",2010,"Maranhao","jun",494,"2010-01-01"
"2266",2011,"Maranhao","jun",602,"2011-01-01"
"2267",2012,"Maranhao","jun",915,"2012-01-01"
"2268",2013,"Maranhao","jun",498,"2013-01-01"
"2269",2014,"Maranhao","jun",812,"2014-01-01"
"2270",2015,"Maranhao","jun",887,"2015-01-01"
"2271",2016,"Maranhao","jun",709,"2016-01-01"
"2272",2017,"Maranhao","jun",885,"2017-01-01"
"2273",1998,"Maranhao","jul",274,"1998-01-01"
"2274",1999,"Maranhao","jul",258,"1999-01-01"
"2275",2000,"Maranhao","jul",233,"2000-01-01"
"2276",2001,"Maranhao","jul",549,"2001-01-01"
"2277",2002,"Maranhao","jul",1.271,"2002-01-01"
"2278",2003,"Maranhao","jul",1.103,"2003-01-01"
"2279",2004,"Maranhao","jul",1.366,"2004-01-01"
"2280",2005,"Maranhao","jul",1.152,"2005-01-01"
"2281",2006,"Maranhao","jul",512,"2006-01-01"
"2282",2007,"Maranhao","jul",1.205,"2007-01-01"
"2283",2008,"Maranhao","jul",502,"2008-01-01"
"2284",2009,"Maranhao","jul",972,"2009-01-01"
"2285",2010,"Maranhao","jul",2.323,"2010-01-01"
"2286",2011,"Maranhao","jul",1.024,"2011-01-01"
"2287",2012,"Maranhao","jul",3.548,"2012-01-01"
"2288",2013,"Maranhao","jul",1.111,"2013-01-01"
"2289",2014,"Maranhao","jul",2.068,"2014-01-01"
"2290",2015,"Maranhao","jul",1.642,"2015-01-01"
"2291",2016,"Maranhao","jul",2.096,"2016-01-01"
"2292",2017,"Maranhao","jul",2.521,"2017-01-01"
"2293",1998,"Maranhao","aug",1.176,"1998-01-01"
"2294",1999,"Maranhao","aug",895,"1999-01-01"
"2295",2000,"Maranhao","aug",839,"2000-01-01"
"2296",2001,"Maranhao","aug",2.037,"2001-01-01"
"2297",2002,"Maranhao","aug",3.481,"2002-01-01"
"2298",2003,"Maranhao","aug",2.023,"2003-01-01"
"2299",2004,"Maranhao","aug",1.889,"2004-01-01"
"2300",2005,"Maranhao","aug",2.239,"2005-01-01"
"2301",2006,"Maranhao","aug",1.382,"2006-01-01"
"2302",2007,"Maranhao","aug",8.409,"2007-01-01"
"2303",2008,"Maranhao","aug",713,"2008-01-01"
"2304",2009,"Maranhao","aug",1.766,"2009-01-01"
"2305",2010,"Maranhao","aug",6.353,"2010-01-01"
"2306",2011,"Maranhao","aug",2.138,"2011-01-01"
"2307",2012,"Maranhao","aug",10.395,"2012-01-01"
"2308",2013,"Maranhao","aug",2.098,"2013-01-01"
"2309",2014,"Maranhao","aug",5.592,"2014-01-01"
"2310",2015,"Maranhao","aug",5.428,"2015-01-01"
"2311",2016,"Maranhao","aug",3.723,"2016-01-01"
"2312",2017,"Maranhao","aug",3.875,"2017-01-01"
"2313",1998,"Maranhao","sep",3.935,"1998-01-01"
"2314",1999,"Maranhao","sep",1.739,"1999-01-01"
"2315",2000,"Maranhao","sep",1.365,"2000-01-01"
"2316",2001,"Maranhao","sep",4.618,"2001-01-01"
"2317",2002,"Maranhao","sep",3.181,"2002-01-01"
"2318",2003,"Maranhao","sep",5.878,"2003-01-01"
"2319",2004,"Maranhao","sep",4.673,"2004-01-01"
"2320",2005,"Maranhao","sep",6.292,"2005-01-01"
"2321",2006,"Maranhao","sep",2.907,"2006-01-01"
"2322",2007,"Maranhao","sep",8.524,"2007-01-01"
"2323",2008,"Maranhao","sep",2.761,"2008-01-01"
"2324",2009,"Maranhao","sep",2.404,"2009-01-01"
"2325",2010,"Maranhao","sep",9.795,"2010-01-01"
"2326",2011,"Maranhao","sep",4.632,"2011-01-01"
"2327",2012,"Maranhao","sep",7.626,"2012-01-01"
"2328",2013,"Maranhao","sep",3.88,"2013-01-01"
"2329",2014,"Maranhao","sep",4.373,"2014-01-01"
"2330",2015,"Maranhao","sep",6.423,"2015-01-01"
"2331",2016,"Maranhao","sep",3.166,"2016-01-01"
"2332",2017,"Maranhao","sep",14.825,"2017-01-01"
"2333",1998,"Maranhao","oct",5.137,"1998-01-01"
"2334",1999,"Maranhao","oct",3.208,"1999-01-01"
"2335",2000,"Maranhao","oct",2.654,"2000-01-01"
"2336",2001,"Maranhao","oct",6.661,"2001-01-01"
"2337",2002,"Maranhao","oct",5.182,"2002-01-01"
"2338",2003,"Maranhao","oct",6.085,"2003-01-01"
"2339",2004,"Maranhao","oct",3.604,"2004-01-01"
"2340",2005,"Maranhao","oct",6.472,"2005-01-01"
"2341",2006,"Maranhao","oct",3.024,"2006-01-01"
"2342",2007,"Maranhao","oct",4.772,"2007-01-01"
"2343",2008,"Maranhao","oct",3.498,"2008-01-01"
"2344",2009,"Maranhao","oct",1.861,"2009-01-01"
"2345",2010,"Maranhao","oct",3.228,"2010-01-01"
"2346",2011,"Maranhao","oct",2.404,"2011-01-01"
"2347",2012,"Maranhao","oct",5,"2012-01-01"
"2348",2013,"Maranhao","oct",2.918,"2013-01-01"
"2349",2014,"Maranhao","oct",5.812,"2014-01-01"
"2350",2015,"Maranhao","oct",6.746,"2015-01-01"
"2351",2016,"Maranhao","oct",5.351,"2016-01-01"
"2352",2017,"Maranhao","oct",6.011,"2017-01-01"
"2353",1998,"Maranhao","nov",2.237,"1998-01-01"
"2354",1999,"Maranhao","nov",1.494,"1999-01-01"
"2355",2000,"Maranhao","nov",2.267,"2000-01-01"
"2356",2001,"Maranhao","nov",3.525,"2001-01-01"
"2357",2002,"Maranhao","nov",5.83,"2002-01-01"
"2358",2003,"Maranhao","nov",4.929,"2003-01-01"
"2359",2004,"Maranhao","nov",6.398,"2004-01-01"
"2360",2005,"Maranhao","nov",4.769,"2005-01-01"
"2361",2006,"Maranhao","nov",2.004,"2006-01-01"
"2362",2007,"Maranhao","nov",2.297,"2007-01-01"
"2363",2008,"Maranhao","nov",2.331,"2008-01-01"
"2364",2009,"Maranhao","nov",5,"2009-01-01"
"2365",2010,"Maranhao","nov",4.005,"2010-01-01"
"2366",2011,"Maranhao","nov",2.261,"2011-01-01"
"2367",2012,"Maranhao","nov",2.01,"2012-01-01"
"2368",2013,"Maranhao","nov",2.529,"2013-01-01"
"2369",2014,"Maranhao","nov",3.869,"2014-01-01"
"2370",2015,"Maranhao","nov",4.35,"2015-01-01"
"2371",2016,"Maranhao","nov",3.982,"2016-01-01"
"2372",2017,"Maranhao","nov",2.3,"2017-01-01"
"2373",1998,"Maranhao","dec",1.399,"1998-01-01"
"2374",1999,"Maranhao","dec",1.001,"1999-01-01"
"2375",2000,"Maranhao","dec",1.461,"2000-01-01"
"2376",2001,"Maranhao","dec",1.296,"2001-01-01"
"2377",2002,"Maranhao","dec",2.165,"2002-01-01"
"2378",2003,"Maranhao","dec",2.424,"2003-01-01"
"2379",2004,"Maranhao","dec",3.255,"2004-01-01"
"2380",2005,"Maranhao","dec",1.66,"2005-01-01"
"2381",2006,"Maranhao","dec",1.052,"2006-01-01"
"2382",2007,"Maranhao","dec",800,"2007-01-01"
"2383",2008,"Maranhao","dec",1.101,"2008-01-01"
"2384",2009,"Maranhao","dec",1.768,"2009-01-01"
"2385",2010,"Maranhao","dec",1.803,"2010-01-01"
"2386",2011,"Maranhao","dec",1.629,"2011-01-01"
"2387",2012,"Maranhao","dec",1.296,"2012-01-01"
"2388",2013,"Maranhao","dec",2.692,"2013-01-01"
"2389",2014,"Maranhao","dec",2.4,"2014-01-01"
"2390",2015,"Maranhao","dec",3.706,"2015-01-01"
"2391",2016,"Maranhao","dec",1.577,"2016-01-01"
"2392",1998,"Mato Grosso","jan",0,"1998-01-01"
"2393",1999,"Mato Grosso","jan",39,"1999-01-01"
"2394",2000,"Mato Grosso","jan",44,"2000-01-01"
"2395",2001,"Mato Grosso","jan",44,"2001-01-01"
"2396",2002,"Mato Grosso","jan",172,"2002-01-01"
"2397",2003,"Mato Grosso","jan",896,"2003-01-01"
"2398",2004,"Mato Grosso","jan",301,"2004-01-01"
"2399",2005,"Mato Grosso","jan",438,"2005-01-01"
"2400",2006,"Mato Grosso","jan",947,"2006-01-01"
"2401",2007,"Mato Grosso","jan",476,"2007-01-01"
"2402",2008,"Mato Grosso","jan",245,"2008-01-01"
"2403",2009,"Mato Grosso","jan",527,"2009-01-01"
"2404",2010,"Mato Grosso","jan",298,"2010-01-01"
"2405",2011,"Mato Grosso","jan",171,"2011-01-01"
"2406",2012,"Mato Grosso","jan",166,"2012-01-01"
"2407",2013,"Mato Grosso","jan",269,"2013-01-01"
"2408",2014,"Mato Grosso","jan",315,"2014-01-01"
"2409",2015,"Mato Grosso","jan",960,"2015-01-01"
"2410",2016,"Mato Grosso","jan",374,"2016-01-01"
"2411",2017,"Mato Grosso","jan",482,"2017-01-01"
"2412",1998,"Mato Grosso","feb",0,"1998-01-01"
"2413",1999,"Mato Grosso","feb",28,"1999-01-01"
"2414",2000,"Mato Grosso","feb",35,"2000-01-01"
"2415",2001,"Mato Grosso","feb",54,"2001-01-01"
"2416",2002,"Mato Grosso","feb",22,"2002-01-01"
"2417",2003,"Mato Grosso","feb",592,"2003-01-01"
"2418",2004,"Mato Grosso","feb",272,"2004-01-01"
"2419",2005,"Mato Grosso","feb",871,"2005-01-01"
"2420",2006,"Mato Grosso","feb",383,"2006-01-01"
"2421",2007,"Mato Grosso","feb",213,"2007-01-01"
"2422",2008,"Mato Grosso","feb",180,"2008-01-01"
"2423",2009,"Mato Grosso","feb",248,"2009-01-01"
"2424",2010,"Mato Grosso","feb",431,"2010-01-01"
"2425",2011,"Mato Grosso","feb",119,"2011-01-01"
"2426",2012,"Mato Grosso","feb",193,"2012-01-01"
"2427",2013,"Mato Grosso","feb",375,"2013-01-01"
"2428",2014,"Mato Grosso","feb",199,"2014-01-01"
"2429",2015,"Mato Grosso","feb",542,"2015-01-01"
"2430",2016,"Mato Grosso","feb",1.05,"2016-01-01"
"2431",2017,"Mato Grosso","feb",337,"2017-01-01"
"2432",1998,"Mato Grosso","mar",0,"1998-01-01"
"2433",1999,"Mato Grosso","mar",18,"1999-01-01"
"2434",2000,"Mato Grosso","mar",60,"2000-01-01"
"2435",2001,"Mato Grosso","mar",24,"2001-01-01"
"2436",2002,"Mato Grosso","mar",103,"2002-01-01"
"2437",2003,"Mato Grosso","mar",554,"2003-01-01"
"2438",2004,"Mato Grosso","mar",743,"2004-01-01"
"2439",2005,"Mato Grosso","mar",362,"2005-01-01"
"2440",2006,"Mato Grosso","mar",448,"2006-01-01"
"2441",2007,"Mato Grosso","mar",476,"2007-01-01"
"2442",2008,"Mato Grosso","mar",180,"2008-01-01"
"2443",2009,"Mato Grosso","mar",325,"2009-01-01"
"2444",2010,"Mato Grosso","mar",605,"2010-01-01"
"2445",2011,"Mato Grosso","mar",252,"2011-01-01"
"2446",2012,"Mato Grosso","mar",423,"2012-01-01"
"2447",2013,"Mato Grosso","mar",563,"2013-01-01"
"2448",2014,"Mato Grosso","mar",655,"2014-01-01"
"2449",2015,"Mato Grosso","mar",705,"2015-01-01"
"2450",2016,"Mato Grosso","mar",1.085,"2016-01-01"
"2451",2017,"Mato Grosso","mar",719,"2017-01-01"
"2452",1998,"Mato Grosso","apr",0,"1998-01-01"
"2453",1999,"Mato Grosso","apr",76,"1999-01-01"
"2454",2000,"Mato Grosso","apr",59,"2000-01-01"
"2455",2001,"Mato Grosso","apr",309,"2001-01-01"
"2456",2002,"Mato Grosso","apr",641,"2002-01-01"
"2457",2003,"Mato Grosso","apr",903,"2003-01-01"
"2458",2004,"Mato Grosso","apr",441,"2004-01-01"
"2459",2005,"Mato Grosso","apr",372,"2005-01-01"
"2460",2006,"Mato Grosso","apr",161,"2006-01-01"
"2461",2007,"Mato Grosso","apr",79,"2007-01-01"
"2462",2008,"Mato Grosso","apr",274,"2008-01-01"
"2463",2009,"Mato Grosso","apr",169,"2009-01-01"
"2464",2010,"Mato Grosso","apr",769,"2010-01-01"
"2465",2011,"Mato Grosso","apr",345,"2011-01-01"
"2466",2012,"Mato Grosso","apr",521,"2012-01-01"
"2467",2013,"Mato Grosso","apr",338,"2013-01-01"
"2468",2014,"Mato Grosso","apr",859,"2014-01-01"
"2469",2015,"Mato Grosso","apr",947,"2015-01-01"
"2470",2016,"Mato Grosso","apr",1.77,"2016-01-01"
"2471",2017,"Mato Grosso","apr",606,"2017-01-01"
"2472",1998,"Mato Grosso","may",0,"1998-01-01"
"2473",1999,"Mato Grosso","may",731,"1999-01-01"
"2474",2000,"Mato Grosso","may",1.194,"2000-01-01"
"2475",2001,"Mato Grosso","may",1.193,"2001-01-01"
"2476",2002,"Mato Grosso","may",2.528,"2002-01-01"
"2477",2003,"Mato Grosso","may",942,"2003-01-01"
"2478",2004,"Mato Grosso","may",2.413,"2004-01-01"
"2479",2005,"Mato Grosso","may",1.641,"2005-01-01"
"2480",2006,"Mato Grosso","may",269,"2006-01-01"
"2481",2007,"Mato Grosso","may",359,"2007-01-01"
"2482",2008,"Mato Grosso","may",119,"2008-01-01"
"2483",2009,"Mato Grosso","may",516,"2009-01-01"
"2484",2010,"Mato Grosso","may",1.313,"2010-01-01"
"2485",2011,"Mato Grosso","may",547,"2011-01-01"
"2486",2012,"Mato Grosso","may",812,"2012-01-01"
"2487",2013,"Mato Grosso","may",739,"2013-01-01"
"2488",2014,"Mato Grosso","may",933,"2014-01-01"
"2489",2015,"Mato Grosso","may",541,"2015-01-01"
"2490",2016,"Mato Grosso","may",1.081,"2016-01-01"
"2491",2017,"Mato Grosso","may",845,"2017-01-01"
"2492",1998,"Mato Grosso","jun",2.201,"1998-01-01"
"2493",1999,"Mato Grosso","jun",2.201,"1999-01-01"
"2494",2000,"Mato Grosso","jun",4.358,"2000-01-01"
"2495",2001,"Mato Grosso","jun",6.665,"2001-01-01"
"2496",2002,"Mato Grosso","jun",7.878,"2002-01-01"
"2497",2003,"Mato Grosso","jun",4.313,"2003-01-01"
"2498",2004,"Mato Grosso","jun",9.813,"2004-01-01"
"2499",2005,"Mato Grosso","jun",2.294,"2005-01-01"
"2500",2006,"Mato Grosso","jun",856,"2006-01-01"
"2501",2007,"Mato Grosso","jun",1.339,"2007-01-01"
"2502",2008,"Mato Grosso","jun",403,"2008-01-01"
"2503",2009,"Mato Grosso","jun",979,"2009-01-01"
"2504",2010,"Mato Grosso","jun",1.025,"2010-01-01"
"2505",2011,"Mato Grosso","jun",974,"2011-01-01"
"2506",2012,"Mato Grosso","jun",1.651,"2012-01-01"
"2507",2013,"Mato Grosso","jun",1.213,"2013-01-01"
"2508",2014,"Mato Grosso","jun",1.795,"2014-01-01"
"2509",2015,"Mato Grosso","jun",1.402,"2015-01-01"
"2510",2016,"Mato Grosso","jun",1.417,"2016-01-01"
"2511",2017,"Mato Grosso","jun",2.041,"2017-01-01"
"2512",1998,"Mato Grosso","jul",3.712,"1998-01-01"
"2513",1999,"Mato Grosso","jul",3.926,"1999-01-01"
"2514",2000,"Mato Grosso","jul",1.338,"2000-01-01"
"2515",2001,"Mato Grosso","jul",1.555,"2001-01-01"
"2516",2002,"Mato Grosso","jul",5.661,"2002-01-01"
"2517",2003,"Mato Grosso","jul",5.435,"2003-01-01"
"2518",2004,"Mato Grosso","jul",11.517,"2004-01-01"
"2519",2005,"Mato Grosso","jul",4.172,"2005-01-01"
"2520",2006,"Mato Grosso","jul",1.941,"2006-01-01"
"2521",2007,"Mato Grosso","jul",1.79,"2007-01-01"
"2522",2008,"Mato Grosso","jul",1.117,"2008-01-01"
"2523",2009,"Mato Grosso","jul",1.613,"2009-01-01"
"2524",2010,"Mato Grosso","jul",3.442,"2010-01-01"
"2525",2011,"Mato Grosso","jul",1.061,"2011-01-01"
"2526",2012,"Mato Grosso","jul",2.008,"2012-01-01"
"2527",2013,"Mato Grosso","jul",1.63,"2013-01-01"
"2528",2014,"Mato Grosso","jul",2.255,"2014-01-01"
"2529",2015,"Mato Grosso","jul",1.533,"2015-01-01"
"2530",2016,"Mato Grosso","jul",3.495,"2016-01-01"
